ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code
5778753,HN588605,09/14/2007 12:40:00 PM,039XX W MADISON ST,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,COMMERCIAL / BUSINESS OFFICE,false,false,1122,011,28,26,26
5778754,HN576059,09/07/2007 09:30:17 PM,048XX W ADDISON ST,1812,NARCOTICS,POSS: CANNABIS MORE THAN 30GMS,STREET,true,false,1634,016,38,15,18
5778784,HN564477,09/01/2007 11:24:00 PM,077XX S MARSHFIELD AVE,1661,GAMBLING,GAME/DICE,SIDEWALK,true,false,0611,006,17,71,19
5779182,HN589290,09/14/2007 08:00:00 AM,022XX W MONROE ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,1211,012,2,28,14
5779185,HN579845,09/09/2007 10:30:00 PM,079XX S MARSHFIELD AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,true,false,0611,006,21,71,18
5779493,HN586733,09/13/2007 10:30:14 AM,006XX W 61ST ST,2095,NARCOTICS,ATTEMPT POSSESSION NARCOTICS,SIDEWALK,true,false,0711,007,16,68,18
5779559,HN588252,09/14/2007 08:31:00 AM,002XX W 107TH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,0512,005,34,49,14
5779968,HN589319,09/14/2007 05:28:47 PM,027XX W NORTH AVE,0460,BATTERY,SIMPLE,STREET,false,false,1421,014,1,24,08B
5780043,HN574062,09/06/2007 08:30:00 PM,030XX W SCHOOL ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,false,false,1733,017,33,21,18
5780058,HN588321,09/14/2007 09:30:00 AM,029XX E 92ND ST,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,false,false,0423,004,7,46,06
5780225,HN587007,09/13/2007 03:00:00 PM,023XX N ASHLAND AVE,0840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,false,false,1811,018,32,7,06
5780240,HN586704,09/13/2007 01:40:00 PM,010XX S CAMPBELL AVE,0454,BATTERY,AGG PO HANDS NO/MIN INJURY,STREET,true,false,1135,011,28,28,08B
5780279,HN584635,09/12/2007 11:45:00 AM,053XX S HERMITAGE AVE,0820,THEFT,$500 AND UNDER,APARTMENT,false,false,0932,009,16,61,06
5780284,HN590415,09/14/2007 08:00:00 PM,119XX S LA SALLE ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,0522,005,9,53,14
5780338,HN590435,08/28/2007 07:00:00 PM,033XX N KEDVALE AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,false,false,1731,017,30,16,26
5780515,HN590776,09/15/2007 02:00:00 AM,013XX S KOLIN AVE,0810,THEFT,OVER $500,RESIDENCE,false,false,1011,010,24,29,06
5780777,HN589055,09/14/2007 03:37:53 PM,054XX W AUGUSTA BLVD,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,false,false,1524,015,37,25,05
5780988,HN589698,09/14/2007 09:20:00 PM,075XX N SEELEY AVE,2017,NARCOTICS,MANU/DELIVER:CRACK,STREET,true,false,2424,024,49,1,18
5781100,HN590490,09/15/2007 11:10:31 AM,068XX S LAFAYETTE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,VACANT LOT/LAND,true,false,0722,007,6,69,14
5781253,HN591633,09/15/2007 11:55:00 PM,081XX S MARYLAND AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,true,true,0631,006,8,44,08B
5781281,HN588536,09/13/2007 10:00:00 PM,008XX N STATE ST,0870,THEFT,POCKET-PICKING,CTA PLATFORM,false,false,1832,018,42,8,06
5781368,HN590536,09/15/2007 12:01:38 PM,015XX S TRUMBULL AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,true,true,1021,010,24,29,08B
5781612,HN586365,09/13/2007 09:15:00 AM,071XX S RHODES AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,SIDEWALK,false,false,0323,003,6,69,14
5782063,HN591490,09/15/2007 09:50:00 PM,025XX S AVERS AVE,0460,BATTERY,SIMPLE,RESIDENCE,false,false,1013,010,22,30,08B
5782232,HN592416,09/16/2007 01:10:00 PM,107XX S COTTAGE GROVE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,false,true,0513,005,9,50,08B
5782498,HN521658,08/10/2007 11:20:00 PM,079XX S COTTAGE GROVE AVE,0460,BATTERY,SIMPLE,CTA BUS,false,false,0624,006,6,44,08B
5782726,HN591437,09/15/2007 09:20:00 PM,028XX W 21ST ST,502P,OTHER OFFENSE,FALSE/STOLEN/ALTERED TRP,STREET,false,false,1023,010,12,30,26
5783036,HN593407,09/17/2007 12:15:00 AM,002XX S SACRAMENTO BLVD,041A,BATTERY,AGGRAVATED: HANDGUN,STREET,false,false,1124,011,28,27,04B
5783130,HN585826,09/12/2007 10:40:00 PM,014XX S LAWNDALE AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,"SCHOOL, PUBLIC, GROUNDS",true,false,1011,010,24,29,18
5783297,HN593767,09/17/2007 10:30:00 AM,030XX W FULTON BLVD,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,1331,012,27,27,08B
5783900,HN593623,09/17/2007 01:00:00 AM,013XX W 72ND PL,0820,THEFT,$500 AND UNDER,STREET,false,false,0734,007,17,67,06
5784062,HN594709,09/17/2007 05:30:00 PM,022XX W 72ND ST,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,SIDEWALK,false,false,0832,008,18,66,04B
5784191,HN581272,09/10/2007 07:00:00 AM,120XX S DOTY AVE E,1310,CRIMINAL DAMAGE,TO PROPERTY,WAREHOUSE,false,false,0532,005,10,51,14
5784203,HN586837,06/01/2007 12:01:00 AM,050XX N CLARK ST,1110,DECEPTIVE PRACTICE,BOGUS CHECK,OTHER,false,false,2032,020,46,3,11
5784273,HN594256,09/17/2007 09:40:00 AM,096XX S MICHIGAN AVE,0890,THEFT,FROM BUILDING,"SCHOOL, PUBLIC, BUILDING",false,false,0511,005,6,49,06
5784318,HN587522,09/13/2007 07:00:00 PM,048XX N WESTERN AVE,0460,BATTERY,SIMPLE,PARKING LOT/GARAGE(NON.RESID.),true,false,2031,020,47,4,08B
5784357,HN594571,09/17/2007 04:12:36 PM,030XX E 83RD ST,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,false,false,0424,004,10,46,05
5784551,HN593546,09/17/2007 04:34:00 AM,073XX S YALE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,true,true,0731,007,17,69,08B
5784613,HN581787,09/09/2007 09:05:00 PM,081XX S WOLCOTT AVE,031A,ROBBERY,ARMED: HANDGUN,STREET,false,false,0614,006,18,71,03
5784640,HN588870,09/14/2007 02:30:00 PM,010XX W AINSLIE ST,2092,NARCOTICS,SOLICIT NARCOTICS ON PUBLICWAY,SIDEWALK,true,false,2024,020,46,3,26
5784941,HN592681,09/16/2007 04:20:00 PM,089XX S MARSHFIELD AVE,0560,ASSAULT,SIMPLE,RESIDENCE,false,false,2221,022,21,73,08A
5785358,HN562513,08/31/2007 10:45:00 PM,076XX S CICERO AVE,1330,CRIMINAL TRESPASS,TO LAND,MOVIE HOUSE/THEATER,true,false,0833,008,13,65,26
5785385,HN595274,09/17/2007 10:30:00 PM,047XX W WILSON AVE,2025,NARCOTICS,POSS: HALLUCINOGENS,STREET,true,false,1722,017,45,16,18
5785446,HN591065,09/15/2007 04:50:00 PM,015XX N KEATING AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,2533,025,37,25,14
5785622,HN591794,09/16/2007 02:00:00 AM,034XX W CARROLL AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,false,true,1123,011,28,27,08B
5785702,HN594225,09/17/2007 01:35:00 PM,005XX W DICKENS AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,1812,018,43,7,05
5786325,HN597223,09/18/2007 06:00:00 PM,047XX W AUGUSTA BLVD,0810,THEFT,OVER $500,STREET,false,false,1111,011,37,25,06
5786575,HN595726,09/18/2007 08:55:00 AM,115XX S PEORIA ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,0524,005,34,53,08B
5786705,HN595993,09/18/2007 10:45:00 AM,075XX S CONSTANCE AVE,0460,BATTERY,SIMPLE,"SCHOOL, PUBLIC, BUILDING",true,false,0414,004,8,43,08B
5787031,HN595879,09/17/2007 01:45:00 PM,032XX N LECLAIRE AVE,0460,BATTERY,SIMPLE,"SCHOOL, PUBLIC, BUILDING",true,false,1634,016,30,15,08B
5787163,HN597645,09/18/2007 09:30:00 PM,045XX N RAVENSWOOD AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,1922,019,47,3,06
5787171,HN567880,09/03/2007 08:50:00 PM,046XX S CICERO AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0814,008,23,56,14
5787394,HN596223,09/18/2007 12:15:00 PM,004XX E 103RD ST,0860,THEFT,RETAIL THEFT,GAS STATION,true,false,0511,005,9,49,06
5787446,HN595203,09/17/2007 09:40:00 PM,051XX N KIMBALL AVE,0454,BATTERY,AGG PO HANDS NO/MIN INJURY,"SCHOOL, PUBLIC, GROUNDS",true,false,1712,017,39,13,08B
5787503,HN597935,09/19/2007 12:00:00 AM,044XX W LAKE ST,0610,BURGLARY,FORCIBLE ENTRY,WAREHOUSE,false,false,1113,011,28,26,05
5787695,HN596863,09/18/2007 06:25:00 PM,069XX N GREENVIEW AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,true,false,2431,024,49,1,18
5787888,HN598096,09/18/2007 06:00:00 PM,070XX S WABASH AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0322,003,6,69,14
5788631,HN599391,09/19/2007 07:00:00 PM,012XX W 101ST PL,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,2232,022,21,73,07
5788917,HN599223,09/19/2007 08:30:00 PM,012XX W 95TH PL,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,2213,022,21,73,14
5789218,HN593313,09/16/2007 10:40:00 PM,034XX W GRENSHAW ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE PORCH/HALLWAY,false,true,1133,011,24,29,08B
5789350,HN599210,09/19/2007 09:12:57 PM,072XX S GREEN ST,2025,NARCOTICS,POSS: HALLUCINOGENS,SIDEWALK,true,false,0733,007,17,68,18
5789595,HN583043,09/11/2007 02:44:00 PM,002XX W GARFIELD BLVD,0460,BATTERY,SIMPLE,CTA PLATFORM,true,false,0934,009,3,37,08B
5790025,HN589538,09/14/2007 07:45:00 PM,042XX W WASHINGTON BLVD,0330,ROBBERY,AGGRAVATED,SIDEWALK,false,false,1115,011,28,26,03
5790720,HN598988,09/19/2007 06:40:00 PM,050XX W WABANSIA AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,true,false,2533,025,37,25,14
5790963,HN601080,09/20/2007 07:07:57 PM,022XX W WASHINGTON BLVD,0560,ASSAULT,SIMPLE,SIDEWALK,false,false,1332,012,2,28,08A
5790985,HN601373,09/20/2007 10:30:01 PM,008XX S HALSTED ST,0460,BATTERY,SIMPLE,STREET,false,false,1213,012,25,28,08B
5791153,HN599611,09/20/2007 03:25:00 AM,0000X E 119TH ST,0560,ASSAULT,SIMPLE,RESIDENCE,false,false,0532,005,9,53,08A
5791218,HN597471,09/19/2007 12:15:00 AM,003XX E 138TH ST,0820,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),false,false,0533,005,9,54,06
5791239,HM477750,07/15/2006 06:23:08 PM,095XX S BELL AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,2213,022,19,72,05
5791386,HN601840,09/21/2007 12:05:00 AM,075XX N WINCHESTER AVE,0810,THEFT,OVER $500,STREET,false,false,2424,024,49,1,06
5791720,HN600654,09/20/2007 03:47:49 PM,008XX N PARKSIDE AVE,2024,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,true,false,1511,015,29,25,18
5791921,HN595638,09/17/2007 08:30:00 PM,004XX W CHICAGO AVE,0890,THEFT,FROM BUILDING,CHA APARTMENT,false,false,1823,018,27,8,06
5791983,HN597656,09/18/2007 07:50:00 AM,018XX S ALBANY AVE,0560,ASSAULT,SIMPLE,"SCHOOL, PRIVATE, GROUNDS",false,false,1022,010,24,29,08A
5792413,HN583767,09/11/2007 08:50:00 PM,037XX W 71ST ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,0833,008,13,65,14
5792473,HN577122,09/08/2007 11:14:26 AM,043XX S KEDZIE AVE,1220,DECEPTIVE PRACTICE,THEFT OF LOST/MISLAID PROP,STREET,true,false,0821,008,14,58,11
5792475,HN600978,09/20/2007 05:00:00 PM,059XX S ELIZABETH ST,0460,BATTERY,SIMPLE,RESIDENCE,false,false,0713,007,16,67,08B
5792601,HN600847,08/08/2007 08:00:00 AM,056XX S JUSTINE ST,0842,THEFT,AGG: FINANCIAL ID THEFT,RESIDENCE,false,false,0713,007,16,67,06
5792658,HN588032,09/14/2007 04:00:00 AM,023XX N CLARK ST,0460,BATTERY,SIMPLE,ALLEY,false,false,1812,018,43,7,08B
5792697,HN538028,08/19/2007 11:30:00 AM,0000X W ONTARIO ST,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,false,false,1832,018,42,8,26
5792906,HN602446,09/21/2007 12:55:00 PM,021XX N ELSTON AVE,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,true,false,1432,014,32,22,06
5792946,HN602739,09/21/2007 04:14:00 PM,029XX N NEWLAND AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,WAREHOUSE,false,false,2511,025,36,18,26
5793188,HN602110,09/20/2007 10:30:00 PM,004XX W ALDINE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,RESIDENCE-GARAGE,false,false,2332,019,44,6,14
5793554,HN601918,09/19/2007 07:00:00 PM,114XX S DR MARTIN LUTHER KING JR DR,0460,BATTERY,SIMPLE,SIDEWALK,true,false,0531,005,9,49,08B
5793603,HN602125,09/21/2007 11:15:57 AM,065XX S WOLCOTT AVE,502P,OTHER OFFENSE,FALSE/STOLEN/ALTERED TRP,STREET,false,false,0726,007,15,67,26
5793736,HN603584,09/21/2007 08:31:48 PM,055XX W HARRISON ST,2027,NARCOTICS,POSS: CRACK,SIDEWALK,true,false,1522,015,29,25,18
5793789,HN603076,09/21/2007 05:40:00 PM,024XX S KARLOV AVE,0460,BATTERY,SIMPLE,RESIDENCE,false,false,1013,010,22,30,08B
5793955,HN603910,09/22/2007 02:00:00 AM,031XX W 61ST ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,0823,008,16,66,08B
5793957,HN601944,09/20/2007 05:00:00 PM,095XX S MARQUETTE AVE,0890,THEFT,FROM BUILDING,OTHER,false,false,0431,004,10,51,06
5794038,HN602831,09/21/2007 04:45:00 PM,023XX N LATROBE AVE,0560,ASSAULT,SIMPLE,SIDEWALK,true,false,2515,025,37,19,08A
5794086,HN600299,09/20/2007 12:30:00 PM,040XX W 26TH ST,1330,CRIMINAL TRESPASS,TO LAND,DEPARTMENT STORE,true,false,1013,010,22,30,26
5794381,HN604862,09/22/2007 01:00:00 PM,001XX N JEFFERSON ST,0810,THEFT,OVER $500,ALLEY,false,false,0111,001,42,28,06
5794409,HN604517,09/21/2007 06:00:00 PM,034XX W CARMEN AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,1712,017,39,13,08B
5794829,HN605993,09/22/2007 10:00:00 PM,028XX S KILBOURN AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,1031,010,22,30,14
5794902,HN602974,09/21/2007 05:40:00 PM,075XX S DORCHESTER AVE,0460,BATTERY,SIMPLE,SIDEWALK,false,false,0411,004,5,43,08B
5795329,HN605874,09/22/2007 05:00:00 PM,063XX S ROCKWELL ST,0479,BATTERY,AGG: HANDS/FIST/FEET SERIOUS INJURY,SIDEWALK,false,false,0825,008,15,66,04B
5795330,HN605788,09/23/2007 02:15:00 AM,034XX S PRAIRIE AVE,0460,BATTERY,SIMPLE,SIDEWALK,true,false,2112,002,3,35,08B
5795406,HN603216,09/21/2007 08:15:00 PM,119XX S NORMAL AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,true,false,0522,005,34,53,18
5795453,HN600019,09/20/2007 10:00:00 AM,040XX W CULLOM AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,SIDEWALK,true,false,1722,017,39,16,15
5795467,HN604258,09/22/2007 09:00:00 AM,027XX W JACKSON BLVD,0520,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,SIDEWALK,false,false,1125,011,2,27,04A
5795522,HN606330,09/22/2007 06:00:00 PM,028XX N SHEFFIELD AVE,0890,THEFT,FROM BUILDING,RESIDENCE PORCH/HALLWAY,false,false,1932,019,44,6,06
5795568,HN601414,09/20/2007 10:05:00 PM,009XX N DEARBORN ST,0810,THEFT,OVER $500,STREET,false,false,1832,018,42,8,06
5795814,HN605619,09/22/2007 07:00:00 AM,034XX S MORGAN ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,0924,009,11,60,07
5795890,HN607618,09/23/2007 10:30:00 PM,028XX W HOWARD ST,0810,THEFT,OVER $500,STREET,false,false,2411,024,50,2,06
5795921,HN606760,09/23/2007 04:05:00 PM,001XX N AUSTIN BLVD,1365,CRIMINAL TRESPASS,TO RESIDENCE,APARTMENT,false,false,1512,015,29,25,26
5796038,HN597485,09/19/2007 01:15:00 AM,044XX W GLADYS AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,FACTORY/MANUFACTURING BUILDING,false,false,1131,011,24,26,14
5796172,HN607730,09/24/2007 07:15:00 AM,004XX S DAMEN AVE,0320,ROBBERY,STRONGARM - NO WEAPON,CTA TRAIN,false,false,1211,012,2,28,03
5796238,HN601733,09/21/2007 05:10:00 AM,057XX S SANGAMON ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,0712,007,16,68,08B
5796441,HN605083,09/22/2007 05:10:00 PM,002XX W 69TH ST,0560,ASSAULT,SIMPLE,NURSING HOME/RETIREMENT HOME,false,false,0731,007,6,69,08A
5796543,HN606955,09/23/2007 05:58:19 PM,071XX S SEELEY AVE,1661,GAMBLING,GAME/DICE,ALLEY,true,false,0735,007,17,67,19
5796580,HN600457,04/16/2007 12:01:00 AM,038XX N WESTERN AVE,1120,DECEPTIVE PRACTICE,FORGERY,OTHER,false,false,1912,019,47,5,10
5796635,HN607745,08/22/2007 03:00:00 AM,051XX W MONROE ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,true,1533,015,28,25,14
5796710,HN606702,09/23/2007 03:32:17 PM,054XX W JACKSON BLVD,1320,CRIMINAL DAMAGE,TO VEHICLE,ALLEY,false,false,1522,015,29,25,14
5796891,HN605512,09/22/2007 10:04:00 PM,066XX S GREEN ST,051A,ASSAULT,AGGRAVATED: HANDGUN,ALLEY,true,false,0723,007,16,68,04A
5796945,HN604111,09/19/2007 01:00:00 PM,026XX W SUPERIOR ST,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,false,true,1313,012,26,24,26
5796969,HN607486,09/24/2007 12:09:45 AM,054XX S ABERDEEN ST,1220,DECEPTIVE PRACTICE,THEFT OF LOST/MISLAID PROP,APARTMENT,true,false,0934,009,16,61,11
5797184,HN608189,09/24/2007 08:00:00 AM,011XX W HUBBARD ST,0810,THEFT,OVER $500,STREET,false,false,1323,012,27,24,06
5797207,HN602540,09/18/2007 10:00:00 PM,048XX N DRAKE AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,1712,017,39,14,06
5797251,HN606412,09/23/2007 12:40:00 PM,067XX S KEDZIE AVE,0460,BATTERY,SIMPLE,PARK PROPERTY,false,false,0831,008,18,66,08B
5797276,HN601706,09/21/2007 03:55:00 AM,029XX S KEELEY ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,true,false,0923,009,11,60,18
5797641,HN588756,09/14/2007 01:45:00 PM,014XX S CENTRAL PARK AVE,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),VEHICLE NON-COMMERCIAL,true,false,1021,010,24,29,18
5797688,HN603956,09/22/2007 03:05:00 AM,041XX W POTOMAC AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,true,true,2534,025,37,23,08B
5797741,HN608699,09/24/2007 04:00:00 PM,026XX W EVERGREEN AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,false,true,1423,014,26,24,26
5797944,HN609575,10/19/2006 08:50:00 PM,024XX W 35TH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,CTA GARAGE / OTHER PROPERTY,false,false,0913,009,12,59,14
5797999,HN607846,09/24/2007 08:00:00 AM,045XX N MAGNOLIA AVE,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,RESIDENCE,false,false,2311,019,46,3,11
5798101,HN587499,09/13/2007 07:56:00 PM,064XX S MENARD AVE,0470,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,STREET,true,false,0812,008,13,64,24
5798116,HN605226,09/22/2007 05:55:00 PM,036XX W 58TH PL,0454,BATTERY,AGG PO HANDS NO/MIN INJURY,RESIDENCE,true,true,0822,008,14,62,08B
5798144,HN608562,09/24/2007 02:00:00 PM,052XX W FERDINAND ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,false,false,1523,015,28,25,08B
5798188,HN608719,09/24/2007 02:30:00 PM,061XX S WASHTENAW AVE,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,SIDEWALK,false,false,0825,008,15,66,04B
5798219,HN609398,09/24/2007 09:30:00 PM,074XX S EXCHANGE AVE,1506,PROSTITUTION,SOLICIT ON PUBLIC WAY,SIDEWALK,true,false,0334,003,7,43,16
5798272,HN608831,09/24/2007 04:35:00 PM,102XX S STATE ST,0460,BATTERY,SIMPLE,RESIDENCE,false,false,0511,005,9,49,08B
5798416,HN609875,09/22/2007 06:00:00 PM,108XX S PROSPECT AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,2212,022,19,75,14
5798997,HN609556,09/24/2007 11:00:00 PM,090XX S HOUSTON AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0424,004,10,46,14
5799007,HN604347,09/22/2007 06:30:00 AM,020XX N WHIPPLE ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,ALLEY,false,false,1414,014,35,22,07
5799018,HN609558,09/24/2007 07:00:00 PM,054XX W CRYSTAL ST,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,false,false,2532,025,37,25,05
5799167,HN607515,09/24/2007 12:30:00 AM,044XX W MADISON ST,0320,ROBBERY,STRONGARM - NO WEAPON,STREET,false,false,1113,011,28,26,03
5799372,HN608756,09/24/2007 12:00:00 PM,033XX S MICHIGAN AVE,0460,BATTERY,SIMPLE,NURSING HOME/RETIREMENT HOME,false,false,2112,002,3,35,08B
5799501,HN603879,09/22/2007 01:00:00 AM,031XX N LINDER AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,DRIVEWAY - RESIDENTIAL,false,false,2514,025,30,19,14
5799841,HN599197,09/19/2007 09:00:00 PM,045XX S INDIANA AVE,1506,PROSTITUTION,SOLICIT ON PUBLIC WAY,STREET,true,false,0221,002,3,38,16
5799843,HN607043,09/22/2007 06:30:00 PM,080XX S MARQUETTE AVE,0890,THEFT,FROM BUILDING,RESIDENCE,false,false,0422,004,7,46,06
5800116,HN610715,09/03/2007 11:44:00 AM,049XX S TRIPP AVE,0840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,false,false,0815,008,23,57,06
5800159,HN610836,09/13/2007 10:00:00 AM,001XX E RANDOLPH ST,0890,THEFT,FROM BUILDING,COMMERCIAL / BUSINESS OFFICE,false,false,0124,001,42,32,06
5800390,HN609147,09/24/2007 08:30:00 AM,036XX N LAKEWOOD AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,1923,019,44,6,05
5800504,HN610362,07/10/2007 09:00:00 AM,042XX W GLADYS AVE,0890,THEFT,FROM BUILDING,RESIDENCE,false,false,1132,011,28,26,06
5800759,HN611220,09/25/2007 05:20:00 PM,096XX S CALUMET AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,0511,005,6,49,14
5800861,HN609156,09/24/2007 07:05:00 PM,080XX S PULASKI RD,0460,BATTERY,SIMPLE,PARK PROPERTY,true,false,0834,008,13,70,08B
5801141,HN609357,01/01/2007 09:00:00 AM,060XX W BELMONT AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,SMALL RETAIL STORE,false,false,1633,016,36,17,11
5801670,HN610437,09/25/2007 12:30:00 PM,074XX S GREENWOOD AVE,2094,NARCOTICS,ATTEMPT POSSESSION CANNABIS,ALLEY,true,false,0323,003,5,69,18
5801802,HN609176,09/24/2007 07:40:00 PM,080XX S ELLIS AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,false,true,0631,006,8,44,08B
5801973,HN597437,09/19/2007 12:33:05 AM,055XX S LAFAYETTE AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,true,false,0233,002,3,40,18
5801989,HN612389,09/24/2007 09:00:00 PM,029XX W 58TH ST,0530,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,STREET,false,false,0824,008,14,63,04A
5802345,HN611161,09/25/2007 06:30:00 PM,013XX N CICERO AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,false,true,2533,025,37,25,08B
5802683,HN588183,09/13/2007 10:00:00 PM,060XX S MOBILE AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,0812,008,23,64,06
5802698,HN610446,09/25/2007 09:00:00 AM,051XX S LARAMIE AVE,0560,ASSAULT,SIMPLE,RESIDENCE,false,false,0814,008,23,56,08A
5803024,HN611789,09/25/2007 11:48:50 PM,013XX S KOSTNER AVE,0281,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,RESIDENCE,false,true,1011,010,24,29,02
5803209,HN613377,09/26/2007 09:19:00 PM,055XX S JUSTINE ST,0560,ASSAULT,SIMPLE,SIDEWALK,false,false,0713,007,16,67,08A
5803616,HN612549,09/26/2007 01:05:00 PM,055XX S GREENWOOD AVE,2850,PUBLIC PEACE VIOLATION,BOMB THREAT,OTHER,false,false,2133,002,5,41,26
5804171,HN600524,09/20/2007 02:15:00 PM,002XX E 136TH ST,1330,CRIMINAL TRESPASS,TO LAND,ABANDONED BUILDING,true,false,0533,005,9,54,26
5804176,HN610303,09/24/2007 12:00:00 PM,014XX N SEDGWICK ST,0810,THEFT,OVER $500,STREET,false,false,1821,018,27,8,06
5804218,HN609849,09/25/2007 06:55:00 AM,017XX N CLYBOURN AVE,1220,DECEPTIVE PRACTICE,THEFT OF LOST/MISLAID PROP,STREET,true,false,1813,018,32,7,11
5804296,HN600484,09/20/2007 01:15:00 PM,077XX S MARSHFIELD AVE,1821,NARCOTICS,MANU/DEL:CANNABIS 10GM OR LESS,VEHICLE NON-COMMERCIAL,true,false,0611,006,17,71,18
5804777,HN612818,09/26/2007 01:30:00 PM,004XX N STATE ST,0460,BATTERY,SIMPLE,STREET,true,false,1831,018,42,8,08B
